,additional_information,street,agency_id,ages_served,borough,brief_description,building_floor_suite,city,free,genders_served,hours_friday,hours_monday,hours_saturday,hours_sunday,hours_thursday,hours_tuesday,hours_wednesday,intake,low_cost,medicaid,medicare,other_insurances,phone_number,required_documents,site_id,site_languages,site_name,sliding_fee,state,website,zip_code
492,,90-37 Parsons Boulevard,NYC DOHMH STD Control,13 and over.,Queens,C	linic offering HIV testing and other medical services. Information subject to change. Please call ahead.,1st Floor,JAMAICA,True,,8:30 AM - 3:00 PM,8:30 AM - 3:00 PM,CLOSED,CLOSED,8:30 AM - 3:00 PM,8:30 AM - 3:00 PM,8:30 AM - 3:00 PM,Walk-ins welcome,True,,,,,,114,English,Jamaica STD Clinic,,NY,,11432
493,,136-26 37th Avenue,Charles B Wang Community Health Center - Teens,,Queens,,,FLUSHING,False,,,,,,,,,,False,,,,(718) 886-1212,,602,,Charles B Wang Community Health Center - Women's Health Clinic,,NY,http://www.cbwchc.org/wh.asp,11354
494,,661 Linden Blvd.,God's Battalion of Prayer,,Brooklyn,,,BROOKLYN,False,,,,,,,,,,False,,,,,,703,,God's Battalion of Prayer,,NY,,11203
495,,461 Montauk Ave,Dunamis Seventh-day Adventist Church,,Brooklyn,,,BROOKLYN,False,,,,,,,,,,False,,,,,,714,,Dunamis Seventh-day Adventist Church,,NY,,11208
496,,485 Throop Ave,NYC DPHO - Brooklyn,,Brooklyn,,,BROOKLYN,False,,,,,,,,,,False,,,,,,769,,NYC DPHO - Brooklyn,,NY,,11221
497,,1 Brookdale Plaza,Brookdale University Hospital and Medical Center,,Brooklyn,,"Emergency Room, Room 133",BROOKLYN,False,,,,,,,,,,False,,,,(718) 240-5263,,35,,Brookdale University Hospital and Medical Center,,NY,,11212
498,,111 East 210 Street,Montefiore Medical Center,13 to 19.,Bronx,,,BRONX,True,,8:30 PM - 5:00 PM,8:30 PM - 5:00 PM,CLOSED,CLOSED,8:30 PM - 5:00 PM,8:30 PM - 5:00 PM,8:30 PM - 5:00 PM,,True,,,,(718) 882-0023,,7,,The Children's Hospital at Montfiore,,NY,,10467
499,,778 Lexington Ave,Calvary First Nigerian Seventh-day Adventist Church,,Brooklyn,,,BROOKLYN,False,,,,,,,,,,False,,,,,,713,,Calvary First Nigerian Seventh-day Adventist Church,,NY,,11221
501,,630 Flushing Ave,God's Love We Deliver,,Brooklyn,,7th Floor,BROOKLYN,False,,,,,,,,,,False,,,,(212) 294-8100,,364,,God's Love We Deliver,,NY,,11206
502,,25 Chapel Street,Center for Community Alternatives,,Brooklyn,,7th Floor,BROOKLYN,False,,,,,,,,,,False,,,,718-858-9658,,343,,Center for Community Alternatives - Brooklyn,,NY,,11201
503,,100 East 77th Street,North Shore LIJ,,Manhattan,,,NEW YORK,False,,,,,,,,,,False,,,,212-434-2140,,585,,Lenox Hill Hospital,,NY,,10075
504,,1110 Pennsylvania Ave,Brookdale University Hospital and Medical Center,,Brooklyn,,,BROOKLYN,False,,,,,,,,,,False,,,,(718) 649-5519,,573,,Brookdale Family Care Center - Pennsylvania,,NY,http://www.brookdalehospital.org/facilities/family-care-centers/bfcc-pennsylvania.html,11207
505,,120 Wall Street,Lambda Legal,,Manhattan,,19th Floor,NEW YORK,False,,,,,,,,,,False,,,,(212) 809-8585,,380,,Lambda Legal,,NY,,10005
506,,1468 Madison Avenue,Mount Sinai Health System,,Manhattan,,,NEW YORK,False,,,,,,,,,,False,,,,212-241-6500,,171,,The Mount Sinai Hospital,,NY,,10029
507,,356 West 18th Street,Callen Lorde Community Health Center,,Manhattan,,,NEW YORK,False,,,,,,,,,,False,,,,(212) 627-3769,,454,,Community Health Project,,NY,,10011
508,,4802 10th Avenue,Maimonides Medical Center,,Brooklyn,,,BROOKLYN,False,,,,,,,,,,False,,,,(718) 283-6000,,134,,Maimonides Medical Center,,NY,,11219
509,,803 Sterling Pl,Brightpoint Health,,Brooklyn,,,,False,,,,,,,,,,False,,,,,,621,,Brightpoint Health - Brooklyn,,NY,https://brightpointhealth.org,11216
510,,853 Forest Avenue,Assembly District 61,,Staten Island,,,STATEN ISLAND,False,,,,,,,,,,False,,,,718-442-9932,,581,,Assembly District 61,,NY,http://assembly.state.ny.us/mem/Matthew-Titone,10310
512,,25 Chapel Street,Bridging Access to Care,18 and over.,Brooklyn,,,BROOKLYN,True,,CLOSED,CLOSED,CLOSED,CLOSED,9:30 AM - 12:00 PM,9:30 AM - 12:00 PM,CLOSED,,False,,,,(718) 596-3635,Personal ID is not required but may allow quicker access to services.,645,,Bridging Access to Care - Chapel Street/Fort Greene,,NY,,11201
513,,3514 Wayne Ave,Montefiore Medical Center,,Bronx,,,,False,,,,,,,,,,False,,,,718-741-2426,,780,,The Children's Hospital at Montefiore,,NY,http://www.cham.org/,10467
514,,32 E 98th St.,Abundant Life Christian Center,,Brooklyn,,,BROOKLYN,False,,,,,,,,,,False,,,,(718) 566-2601,,718,,Abundant Life Christian Center,,NY,,11212
515,,360 Snediker Avenue,Brownsville Multi-Service Family Health Center,13 and over. Parental consent not required.,Brooklyn,Community Health Center offering HIV testing and other medical services. Information subject to change. Please call ahead.,,BROOKLYN,False,All,8:30 AM - 4:30 PM,8:30 AM - 4:30 PM,CLOSED,CLOSED,8:30 AM - 4:30 PM,8:30 AM - 4:30 PM,8:30 AM - 7:00 PM,Walk-ins welcome,True,Yes,Yes,"Most insurances accepted, copay may be applied",(718) 345-5000 ext. 4510,Photo ID and proof of address. Documentation for payment may be required.,42,"English, Spanish, Haitian Creole",Brownsville Multi-Service Family Health Center - Genesis,Yes,NY,www.bmsfhc.wix.com/bms-family-health,11207
516,,1259 Flatbush Avenue,CAMBA (Church Avenue Merchants Block Association),,Brooklyn,,,BROOKLYN,False,,,,,,,,,,False,,,,(718) 675-3372,,767,,CAMBA (Church Avenue Merchants Block Association) - Project Accept LGBT Youth (ALY),,NY,http://www.camba.org/projectaly,11226
517,,89-31 161 Street,AIDS Center of Queens County,,Queens,,,JAMAICA,False,,,,,,,,,,False,,,,,,564,,AIDS Center of Queens County - Satillite,,NY,http://www.acqc.org/,11691
518,,223 New Jersey Avenue,Grace Baptist Church of Christ,,Brooklyn,,,BROOKLYN,False,,,,,,,,,,False,,,,(718) 485-7600,,365,,Grace Baptist Church of Christ,,NY,,11207
519,,545 Halsey Street,Crossover Baptist Church,,Brooklyn,,,BROOKLYN,False,,,,,,,,,,False,,,,,,693,,Crossover Baptist Church,,NY,,11203
520,,999 Blake Avenue,Community Healthcare Network,13 and over.,Brooklyn,Community Health Center offering HIV testing and other medical services. Information subject to change. Please call ahead.,,BROOKLYN,True,All,9:00 AM - 5:00 PM,9:00AM - 5:00PM,9:00AM - 4:00PM,CLOSED,9:00 AM - 6:00 PM,9:00 AM - 6:00 PM,9:00 AM - 5:00 PM,Walk-ins welcome,True,,,,(718)-277-8303,"Photo ID or similar documentation like paystub necessary. Proof of address, proof of income, list of medicines, past health records preferred",65,"English, Spanish, For more than 150 other languages using the Language Line, a live telephone translation service.",Community Healthcare Network - Dr Betty Shabazz Health Center,Yes,NY,http://www.chnnyc.org/our-locations/dr-betty-shabazz-health-center,11208
521,,555 West 57th Street #1500,Greater NY Hospitals Association,,New York,,,NEW YORK,False,,,,,,,,,,False,,,,(212) 246-7100,,473,,Greater NY Hospitals Association,,NY,,10019
522,,16 East 16th Street,The Institute for Family Health,,Manhattan,,,NEW YORK,False,,,,,,,,,,False,,,,(212) 633-0800,,437,,The Institute for Family Health,,NY,,10003
523,,West 22nd Street and Surf Avenue,Harlem United,14 and over. Parental consent not required.,Brooklyn,,,BROOKLYN,True,,CLOSED,10:30 AM - 3:00 PM,CLOSED,CLOSED,10:30 AM - 12:00 PM,CLOSED,CLSOED,,False,,,,(212) 924-3733,Personal ID is not required but may allow quicker access to services.,84,,FROST'D - Mobile Van - Coney Island,,NY,,11224
524,Medicaid is accepted as full payment; Uninsured may receive care at little or no cost depending on income; Medicare and other insurance plans will be contacted for payment approval and may require patient to cover costs.,2040 Forest Ave,Mariners Harbor Family Health Center Clinic,,Staten Island,,,STATEN ISLAND,True,,8:30 AM - 12:30 PM,CLOSED,CLOSED,CLOSED,8:30 AM - 4:00 PM,10:00 AM - 6:00 PM,CLOSED,Appointment required,True,Yes,Yes,"Some insurances accepted, copay may be applied",718-761-2060,,315,,Mariners Harbor Family Health Center & Stapleton Child Health Clinic,Yes,NY,,10303
526,,199 Chambers St,The City University of New York,,Manhattan,,,,False,,,,,,,,,,False,,,,,,812,,Borough of Manhattan Community College,,,www.bmcc.cuny.edu,10007
530,,565 Manhattan Avenue,William F. Ryan Community Health Network,,Manhattan,,,NEW YORK,False,,9:00am-5:00pm,9:00am-5:00pm,,,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,,True,,,,212-222-5221,Photo ID is required.,522,,Ryan/Adair Community Health Center,,NY,http://www.ryancenter.org/find.htm,10027
531,,1110 Eastern Parkway,Kingsbrook Jewish Medical Center,13 and over. Parental consent not required.,Brooklyn,Community Health Center offering HIV testing and other medical services. Information subject to change. Please call ahead.,2nd Floor,BROOKLYN,False,All,9:00 AM - 4:00 PM,9:00 AM - 4:00 PM,CLOSED,CLOSED,9:00 AM - 4:00 PM,9:00 AM - 4:00 PM,9:00 AM - 4:00 PM,Appointment preferred,False,Yes,Yes,"Most insurances accepted, copay may be applied",(718) 735-1900,Personal ID is required.,786,"Spanish, French, Creole",Pierre Toussaint Clinic,,NY,,11213
532,,97-04 Sutphin Boulevard,Community Healthcare Network,13 and over.,Queens,Community Health Center offering HIV testing and other medical services. Information subject to change. Please call ahead.,1st Floor,JAMAICA,True,All,9:00AM - 5:00PM,10:00AM - 6:00PM,8:30AM - 3:30PM,CLOSED,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,Walk-ins welcome,True,,,,(718)-657-7088,"Photo ID or similar documentation like paystub necessary. Proof of address, proof of income, list of medicines, past health records preferred",70,"English, Spanish, For more than 150 other languages we use our Language Line, a live telephone translation service.",Community Healthcare Network - Queens Health Center,Yes,NY,http://www.chnnyc.org/our-locations/queens-health-center,11435
534,,2285 Adam Clayton Powell Junior Boulevard,Black Leadership Commission on AIDS of New York City,,Manhattan,,Second Floor,NEW YORK,False,,,,,,,,,,False,,,,(212) 694-6290,,335,,Black Leadership Commission on AIDS of New York City,,NY,http://www.nblca.org/,10030
535,,"24 West, 25th Street",Latino Commission on AIDS,13 and over.,Manhattan,,9th Floor,NEW YORK,True,All,9:30AM -4PM,9:30AM-7PM,,,9:30AM-7PM,9:30AM-7PM,9:30AM-7PM,Walk-ins welcome,False,,,,(212) 675-3288,One form of ID,381,Spanish,Latino Commission on AIDS,,NY,,10010
536,,2180 THIRD AVENUE,The City University of New York,,Manhattan,,,NEW YORK,False,,,,,,,,,,False,,,,212 396 7729,,604,,CUNY School of Public Health,,NY,,10035
537,,347 E. 10th Street,Women's Prison Association and Home,,Manhattan,,,New York,False,,,,,,,,,,False,,,,(646)-292-7711,,837,,Women's Prison Association and Home,,New York,www.wpaonline.org,10009
538,,58-20 Little Neck Pkwy,LGBT Network,,Queens,,,LITTLE NECK,False,,,,,,,,,,False,,,,516.323.0011,,582,,Q Center,,NY,http://lgbtnetwork.org/q-center,11362
539,,"3960 Broadway, Lab 501",Healthcare Innovation Technology (HIT) Lab,,Manhattan,,Lab 501,Manhattan,False,,,,,,,,,,False,,,,212.543.0100,,792,,HIT LAB,,NY,http://www.hitlab.org/#about-1,10032
540,,1873 Eastern Parkway,Brookdale University Hospital and Medical Center,,Brooklyn,,,BROOKLYN,False,,,,,,,,,,False,,,,(718) 240-8700,,33,,Brookdale Family Care Center - Eastern,,NY,http://www.brookdalehospital.org/facilities/family-care-centers/bfcc-eastern.html,11233
541,,177 Livingston St,HeartShare Human Services of New York,,Brooklyn,,2nd Fl.,BROOKLYN,False,,,,,,,,,,False,,,,(718) 855-7707,,370,,HeartShare Human Services of New York,,NY,,11201
542,,280 Henry Street,Betances Health Center,Any age,Manhattan,Community Health Center offering HIV testing and other medical services. Information subject to change. Please call ahead.,,NEW YORK,True,All,10:00 AM- 4:30 PM,10:00 AM- 4:30 PM,CLOSED,CLOSED,10:00 AM- 4:30 PM,10:00 AM- 4:30 PM,10:00 AM- 4:30 PM,Walk-ins welcome,False,,,,(212) 227-8401,None,334,"English, Spanish, Chinese",Betances Health Center,,NY,http://www.betances.org/,10022
544,,420 W 145th Street,Convent Avenue Baptist Church,,Manhattan,,,New York,False,,,,,,,,,,False,,,,,,821,,Convent Avenue Baptist Church,,NY,https://www.conventchurch.org/,10031
545,,42 Macombe Place,Harlem Pride,,Manhattan,,,NEW YORK,False,,,,,,,,,,False,,,,,,503,,Harlem Pride,,NY,,
546,,1545 Atlantic Avenue,Interfaith Medical Center,13 and over.,Brooklyn,,Emergency Department,BROOKLYN,True,,24 Hrs,24 Hrs,24 Hrs,24 Hrs,24 Hrs,24 Hrs,24 Hrs,Walk-ins welcome,False,,,,718-613-4000,Personal ID is required.,107,offers over 50 languages,Interfaith Medical Center,,NY,,11213
547,,1907 Mermaid Avenue,Amethyst Women's Project,,Brooklyn,,,BROOKLYN,False,,,,,,,,,,False,,,,(718) 333-2067,,328,,Amethyst Women's Project,,NY,http://www.awp-ci.org/,11224
548,,105 Riverdale Avenue,Prophetic Praise Ministry,,Brooklyn,,,BROOKLYN,False,,,,,,,,,,False,,,,(718) 783-0246,,762,,The Peoples Baptist Church,,NY,,11212
549,,506 6th Street,New York Presbyterian Hospital,,Brooklyn,,,BROOKLYN,False,,12:00AM - 12:00PM,12:00AM - 12:00PM,12:00AM - 12:00PM,12:00AM - 12:00PM,12:00AM - 12:00PM,12:00AM - 12:00PM,12:00AM - 12:00PM,,False,,,,(718) 780-3000,,399,,NYP - New York Methodist Hospital,,NY,http://www.nym.org/,11215
550,,71 West 23rd Street,Brightpoint Health,,Manhattan,,8th floor,NEW YORK,False,,,,,,,,,,False,,,,718-681-8700 x4434,,628,,Brightpoint Health - Corporate Office,,NY,https://brightpointhealth.org/,10010
551,,90-04 161st Street,Community Healthcare Network,13 and above.,Queens,Community Health Center offering HIV testing and other medical services. Information subject to change. Please call ahead.,5th Floor,JAMAICA,True,All,9:00 AM - 5:00 PM,10:00 AM - 6:00 PM,8:30 AM - 3:30 PM,CLOSED,9:00 AM - 5:00 PM,11:00 AM- 7:00 PM,9:00 AM - 5:00 PM,Walk-ins welcome,True,,,,(718)-523-2123 ,"Photo ID or similar documentation like paystub necessary. Proof of address, proof of income, list of medicines, past health records preferred",66,"English, Spanish, For more than 150 other languages using the Language Line, a live telephone translation service.",Community Healthcare Network - Family Health Center,Yes,NY,http://www.chnnyc.org/our-locations/family-health-center,11432
553,,645 10th Avenue,William F. Ryan Community Health Network,,Manhattan,,,NEW YORK,False,,8:30 am - 4:30 pm,8:30 am - 7:00 pm,9:30am-1:00pm,,8:30 am - 7:00 pm,8:30 am - 4:30 pm,8:30 am - 4:30 pm,,True,,,,212-265-4500,Photo ID is required.,521,,Ryan/Chelsea-Clinton Community Health Center,,NY,http://www.ryancenter.org/find.htm,10036
554,,140 Bellamy Loop,Alvin Ponder M.D.,,Bronx,,Unit 2C,Bronx,False,,,,,,,,,,False,,,,,,809,,Alvin Ponder M.D.,,NY,,10475
555,,600 W. 168th St,NYC DOHMH TB Control,,Manhattan,,3rd Fl.,NEW YORK,False,,CLOSED,8:30AM - 5:00PM,CLOSED,CLOSED,CLOSED,8:30AM - 5:00PM,CLOSED,,False,,,,"212-368-4500, 212-690-1348",,579,,Washington Heights Chest Center,,NY,http://www.nyc.gov/html/doh/html/diseases/tbcc.shtml,10032
556,,2134 Richmond Terrace,Community Health Action of Staten Island (CHASI),13+,Staten Island,Community Based Organization offering HIV testing and other medical services. Information subject to change. Please call ahead.,,STATEN ISLAND,True,All,9:00AM - 4:00PM,9:00AM - 4:00PM,9:00AM - 4:00PM,,9:00AM - 4:00PM,9:00AM - 4:00PM,9:00AM - 4:00PM,Walk-ins welcome,False,,,,718-818-1840 / 718-818-1311,None.,534,,Community Health Action of Staten Island- Community Food Pantry,,NY,http://chasiny.org,10302
557,,3959 BROADWAY,New York Presbyterian Hospital,,Manhattan,,,NEW YORK,False,,,,,,,,,,False,,,,(212) 305-5437,,538,,NYP - Morgan Stanley Children's Hospital,,NY,http://nyp.org/facilities/morgan-stanley.html,10032
558,,355 Bard Ave,Richmond University Medical Center,,Staten Island,Hospital offering HIV testing and other medical services. Information subject to change. Please call ahead.,Main Floor,STATEN ISLAND,True,,8:30-4,8:30-4,8:30-4,8:30-4,8:30-4,8:30-4,8:30-4,Appointment preferred,False,Yes,Yes,"Most insurances accepted, copay may be applied",(718) 818-1234,,421,All languages,Richmond University Medical Center,,NY,http://www.rumcsi.org/Main/Home.aspx,10310
559,Medicaid is accepted as full payment; Uninsured may receive care at little or no cost depending on income; Medicare and other insurance plans will be contacted for payment approval and may require patient to cover costs.,2201 Neptune Avenue,HHC Ida G. Israel Community Health Center,13 and over.,Brooklyn,,,BROOKLYN,True,,8:30 AM - 5:00 PM,8:30 AM - 7:00 PM,8:30 AM - 1:00 PM,CLOSED,8:30 AM - 5:00 PM,8:30 AM - 5:00 PM,8:30 AM - 5:00 PM,Walk-ins welcome,True,Yes,Yes,"Some insurances accepted, copay may be applied",(718) 946-3400,,98,,HHC Ida G. Israel Community Health Center,Yes,NY,,11224
560,,161-21 Jamaica Avenue,AIDS Center of Queens County,13 and over. Parental consent not required.,Queens,Community Based Organization offering HIV testing and other medical services. Information subject to change. Please call ahead.,6th Floor,QUEENS,True,All,10:00 AM - 4:00 PM,CLOSED,CLOSED,CLOSED,CLOSED,10:00 AM - 4:00 PM,10:00 AM - 4:00 PM,Walk-ins welcome,False,,,,(718) 896-2500,,13,"English, Spanish",AIDS Center of Queens County - Main,,NY,http://www.acqc.org/,11432
561,,279 East 3rd Street,William F. Ryan Community Health Network,,Manhattan,,,NEW YORK,False,,8:30 am - 4:30 pm,8:30 am - 7:00 pm,9:30 am - 1:00 pm,,8:30 am - 7:00 pm,8:30 am - 4:30 pm,8:30 am - 4:30 pm,,True,,,,212-477-8500,Photo ID is required.,520,,Ryan-NENA Community Health Center,,NY,http://www.ryancenter.org/find.htm,10009
562,,2925 Grand Concourse,BronxWorks,,Bronx,,,BRONX,False,,,,,,,,,,False,,,,(718) 295-7160,,570,,BronxWorks - Bedford Park Blvd.,,NY,http://www.bronxworks.org/walk-in-offices,10468
565,,890 Garrison Ave,Destination Tomorrow,,Bronx,,,BRONX,False,,,,,,,,,,False,,,,646-723-3325,,472,,Destination Tomorrow,,NY,,10474
566,,34-33 Junction Boulevard,NYC DOHMH TB Control,,Manhattan,,,JACKSON HEIGHTS,True,,8:30 AM - 5:00 PM,8:30 AM - 8:00 PM,8:30 AM - 4:30 PM,CLOSED,8:30 AM - 8:00 PM,8:30 AM - 5:00 PM,8:30 AM - 5:00 PM,Appointment required,False,,,,(718) 476-7635,,72,,Corona Chest Center Clinic,,NY,,11372
567,,528 Morris Ave.,Narco Freedom,,Bronx,,,BRONX,False,,,,,,,,,,False,,,,,,560,,Narco Freedom - Morris Ave.,,NY,,10451
568,,60 Madison Ave,Community Healthcare Network,,Manhattan,,5th Floor,NEW YORK,False,,,,,,,,,,False,,,,(212) 545-2439,,530,,Community Healthcare Network - Administration Office,,NY,http://www.chnnyc.org/,10010
569,,514 Bay Street,Project Hospitality,,Staten Island,,,STATEN ISLAND,True,,24 Hrs,24 Hrs,24 Hrs,24 Hrs,24 Hrs,24 Hrs,24 Hrs,Appointment required,False,,,,(646) 235-3078,Clients under 18 must present a written consent signed by a parent or legal guardian.,186,,Project Hospitality Community Service Center Clinic,,NY,http://www.projecthospitality.org,10301
570,,14-32 West 118th Street,The Children's Aid Society - Milbank Clinic,13 to 19.,Manhattan,,,NEW YORK,True,,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,CLOSED,CLOSED,12:00 PM - 6:45 PM,12:00 PM - 8:00 PM,9:00 AM - 5:00 PM,Appointment preferred,True,,,,(212) 369-8339,,217,Spanish,The Children's Aid Society - Milbank Clinic,,NY,,10026
571,,1873 Eastern Parkway,MIC Women's Health Center,13 and over.,Brooklyn,,,BROOKLYN,True,,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,CLOSED,CLOSED,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,Appointment preferred,True,,,,(718) 498-1001,Personal ID is required.,141,Portuguese,MIC Women's Health Services - Eastern Parkway,,NY,,11233
573,,279 East 3rd Street,William F. Ryan Community Health Network,,Manhattan,,,New York,False,,,,,,,,,,False,,,,,,804,,Ryan-NENA Community Health Center,,NY,,10009
574,,919 Gates Avenue,Brooklyn Rescue Mission,,Brooklyn,,,BROOKLYN,False,,,,,,,,,,False,,,,,,745,,Brooklyn Rescue Mission,,NY,,11221
575,,1309 Fulton Avenue,NYC DOHMH STD Control,13 and over.,Bronx,C	linic offering HIV testing and other medical services. Information subject to change. Please call ahead.,2nd Floor,BRONX,True,,8:30 AM - 3:30 PM,8:30 AM - 3:30 PM,CLOSED,CLOSED,8:30 AM - 3:30 PM,8:30 AM - 3:30 PM,8:30 AM - 3:30 PM,Walk-ins welcome,True,,,,,,169,English,Morrisania STD Clinic,,NY,,10456
576,,1510 Waters Place,Albert Einstein College of Medicine,18 and over.,Bronx,,,BRONX,False,,6:00 AM - 4:00 PM,6:00 AM - 4:00 PM,7:30 AM - 12:00 PM,CLOSED,6:00 AM - 4:00 PM,6:00 AM - 4:00 PM,6:00 AM - 4:00 PM,Walk-ins welcome,False,,,,(718) 409-9450,Personal ID is not required but may allow quicker access to services.,10,,AECOM Waters Place Clinic,Yes,NY,http://www.einstein.yu.edu/departments/psychiatry-behavioral-sciences/dosa.aspx?id=4708,10461
577,,2604 Third Avenue,All Med Medical & Rehabilitation Centers,,Bronx,,,BRONX,False,,8:00AM - 7:00PM,8:00AM - 7:00PM,8:00AM - 2:00PM,CLOSED,8:00AM - 7:00PM,8:00AM - 7:00PM,8:00AM - 7:00PM,,False,,,,718-292-0100,,464,,All Med Medical & Rehabilitation Centers - Third Avenue,,NY,http://www.allmedhealth.com/,10454
578,,4234 Bronx Boulevard,Montefiore Medical Center,13 and over. Parental consent not required.,Bronx,,2nd Floor,BRONX,False,,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,8:00 AM - 12:00 PM,CLOSED,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,Walk-ins welcome,False,,,,(347) 341-4300,Personal ID is not required but may allow quicker access to services.,154,,Montefiore North Ambulatory Care Center,Yes,NY,,10466
579,,3230 Bainbridge Avenue,Montefiore Medical Center,13 and over. Parental consent not required.,Bronx,,,BRONX,False,,CLOSED,1:00 PM - 6:00 PM,CLOSED,CLOSED,CLOSED,1:00 PM - 6:00 PM,1:00 PM - 6:00 PM,Walk-ins welcome,False,,,,(718) 882-5482,Personal ID is not required but may allow quicker access to services.,157,"Hindi, Spanish, Tagalog",Montefiore STD Center For Excellence,Yes,NY,,10467
580,,2261 Church Avenue,Bridging Access to Care,13+ (no parental consent required for under 18),Brooklyn,Community Based Organization offering HIV testing and other medical services. Information subject to change. Please call ahead.,,BROOKLYN,True,Yes,9am-5pm,9am-5pm,,,9am-5pm,9am-5pm,9am-5pm,Walk-ins welcome,False,,,,347-505-5176,None,36,English,Bridging Access to Care - Church Avenue/Flatbush,,NY,http://www.bac-ny.org/ny/index.php/about-us/office-locations/church-avenue-flatbush,11226
581,,2271 Second Avenue,Iris House,,Manhattan,,,NEW YORK,False,,,,,,,,,,False,,,,212-423-9049,,111,,Iris House East Side Office,,NY,http://www.irishouse.org/,10035
582,,1000 10th Avenue,Mount Sinai Health System,,Manhattan,,,NEW YORK,False,,,,,,,,,,False,,,,(212) 523-6500,,206,,Mount Sinai - Roosevelt,,NY,,10019
583,,100 Pennsylvania Avenue,Center for Community Alternatives,,Brooklyn,,2nd Floor,BROOKLYN,False,,,,,,,,,,False,,,,929-234-3636,,488,,Center for Community Alternatives - East NY,,NY,,11207
584,,1601 Avenue S,HHC Homecrest Pediatric and Adolescent Health Center,13 and over.,Brooklyn,,,BROOKLYN,False,,8:30 AM - 4:30 PM,8:30 AM - 4:30 PM,CLOSED,CLOSED,8:30 AM - 4:30 PM,8:30 AM - 4:30 PM,8:30 AM - 4:30 PM,Walk-ins welcome,False,,,,(718) 339-6243,,97,,HHC Homecrest Pediatric and Adolescent Health Center,,NY,,11229
585,,,New York State Health Department,,Bronx,,,,False,,,,,,,,,,False,,,,,,818,,Bronx Coalition,,,,
586,,115 116th Street,Clinic - Lenox Avenue,,Manhattan,,,NEW YORK,False,,,,,,,,,,False,,,,(212) 961-5742,,121,,Lenox Avenue Health Center - Females Only,,NY,,10027
587,,208 W13th St.,SALGA-NYC,,Manhattan,,,NEW YORK,False,,,,,,,,,,False,,,,,,498,,SALGA-NYC,,NY,,10011
588,,5610 2nd Avenue,NYU Lutheran Medical Center,13 and over. Parental consent not required. Private insurances accepted.,Brooklyn,,,BROOKLYN,True,,8:30 AM - 7:00 PM,8:30 AM - 7:00 PM,9:00 AM - 4:00 PM,CLOSED,8:30 AM - 7:00 PM,8:30 AM - 7:00 PM,8:30 AM - 7:00 PM,Walk-ins welcome,False,Yes,Yes,,(718) 630-6891,Personal ID is not required but may allow quicker access to services.,132,Chinese-Mandarin,Lutheran Medical Center - Sunset Park Terrace/Women's Health Achieve Clinic,Yes,NY,,11220
590,,2 5th Avenue,Love Heals,,Manhattan,,#2Q,NEW YORK,False,,,,,,,,,,False,,,,(212) 529-7935,,383,,Love Heals,,NY,,10011
591,,891 Myrtle Ave,Circle of Voices,,Brooklyn,,,BROOKLYN,False,,,,,,,,,,False,,,,,,502,,Circle of Voices,,NY,,
592,,220 13th Street,NYU Lutheran Medical Center,13 and over. Parental consent not required.,Brooklyn,,,BROOKLYN,True,,8:30 AM - 5:00 PM,8:30 AM - 5:00 PM,8:30 AM - 4:30 PM,CLOSED,8:30 AM - 8:00 PM,8:30 AM - 8:00 PM,8:30 AM - 8:00 PM,Walk-ins welcome,False,,,,(718) 832-5980,Personal ID is not required but may allow quicker access to services.,129,,Lutheran Medical Center - Park Slope Family Health Center,,NY,,11215
593,,2070 Grand Concourse,BronxWorks,,Bronx,,,Bronx,False,,,,,,,,,,False,,,,(718) 731-3114,,569,,BronxWorks - Burnside Ave.,,NY,http://www.bronxworks.org/walk-in-offices,10457
594,,4215 3rd Avenue,Community Healthcare Network,13 yrs and above,Bronx,Community Health Center offering HIV testing and other medical services. Information subject to change. Please call ahead.,2nd Floor,Bronx,True,All,9:00 AM- 5:00 PM,9:00 AM- 5:00 PM,8:30 AM- 3:30 PM,,9:00 AM- 5:00 PM,11:00 AM -7:00 PM,9:00 AM- 5:00 PM,Walk-ins welcome,True,,,,718-294-5891,"Photo ID or similar documentation like paystub necessary. Proof of address, proof of income, list of medicines, past health records preferred",784,"English, Spanish, For more than 150 other languages using the Language Line, a live telephone translation service.",Community Healthcare Network-- Tremont Health Center,Yes,NY,,10457
595,,94-98 Manhattan Avenue,Community Healthcare Network,13 yrs and above,Brooklyn,Community Health Center offering HIV testing and other medical services. Information subject to change. Please call ahead.,,Brooklyn,True,All,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM- 4:00 PM,,9:00 AM - 5:00 PM,10:00 AM- 6:00 PM,10:00 AM- 6:00 PM,Walk-ins welcome,True,,,,718-388-0390,"Photo ID or similar documentation like paystub necessary. Proof of address, proof of income, list of medicines, past health records preferred",785,"English, Spanish, For more than 150 other languages using the Language Line, a live telephone translation service.",Community Healthcare Network- CABS Health Center,Yes,NY,,11206
