"additional_information","address","agency_id","ages_served","borough","brief_description","building_floor_suite","city","free","genders_served","hours_friday","hours_monday","hours_saturday","hours_sunday","hours_thursday","hours_tuesday","hours_wednesday","intake","low_cost","medicaid","medicare","other_insurances","phone_number","required_documents","site_id","site_languages","site_name","sliding_fee","state","website","zip_code"
,"94-20 Guy R Brewer Blvd","The City University of New York",,"QUEENS",,,"JAMAICA","FALSE",,,,,,,,,,"FALSE",,,,"(718) 262-2000",,"595",,"York College",,"NY","https://www.york.cuny.edu/","11451"
,"975 Westchester Avenue","Community Healthcare Network","13 and over","BRONX","Community Health Center offering HIV testing and other medical services. Information subject to change. Please call ahead.",,"BRONX","TRUE","All","9:00AM - 5:00PM","9:00AM - 6:00PM","8:30AM - 3:30PM","CLOSED","9:00AM - 7:00PM","9:00AM - 5:00PM","10:00AM - 6:00PM","Walk-ins welcome","TRUE",,,,"(718) 320-4466","Photo ID or similar documentation like paystub necessary. Proof of address, proof of income, list of medicines, past health records preferred","60","English, Spanish, For more than 150 other languages using the Language Line, a live telephone translation service.","Community Healthcare Network - Bronx Health Center","Yes","NY","http://www.chnnyc.org/our-locations/bronx-health-center","10459"
,"25-10, 30th Avenue","Mount Sinai Health System",,"QUEENS",,,"LONG ISLAND CITY","FALSE",,,,,,,,,,"FALSE",,,,"718-289-3100",,"550",,"Mount Sinai - Queens",,"NY","http://www.mshq.org/","11102"
,,"Academy of Medical and Public Health Services",,,,,,"FALSE",,,,,,,,,,"FALSE",,,,,,"433",,"Take the Initiative",,,,
,"1600 Macombs Road","Help/PSI Primary Care Services","18 and over.","BRONX",,,"BRONX","FALSE",,"9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","CLOSED","CLOSED","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM",,"FALSE",,,,"(718) 298-5100","Personal ID is not required but may allow quicker access to services.","189",,"Project Samartian Health Services - Starhill Facility","Yes","NY",,"10452"
,,"DC37 Lesbian and Gay Issues Committee",,,,,,"FALSE",,,,,,,,,,"FALSE",,,,,,"518",,"DC37 Lesbian and Gay Issues Committee",,,,
,"403 East 160th St.","African Diaspora Unity of Global Ambassadors of Goodwill",,"BRONX",,,"BRONX","FALSE",,,,,,,,,,"FALSE",,,,"(347) 758-7478",,"317",,"Africa Diaspora Unity of Global Ambassadors of Goodwill",,"NY",,"10451"
,"260 East 161st Street","Albert Einstein College of Medicine","18 and over.","BRONX",,"Level C","BRONX","FALSE",,"8:00AM - 5:00PM","8:00AM - 5:00PM","8:00 AM - 11:30 AM","CLOSED","8:00AM - 5:00PM","8:00AM - 5:00PM","8:00AM - 5:00PM","Walk-ins welcome","FALSE",,,,"(718) 993-3397","Personal ID is not required but may allow quicker access to services.","8",,"AECOM Melrose Clinic","Yes","NY","http://www.einstein.yu.edu/departments/psychiatry-behavioral-sciences/dosa.aspx?id=4708","10451"
,"475 Atlantic Avenue","AIDS Healthcare Foundation","13 and over.","BROOKLYN","Community Based Organization offering HIV testing and otheservices. Information subject to change. Please call ahead.",,"BROOKLYN","TRUE","All","10:00AM- 7:00 PM","10:00AM- 7:00 PM","10:00AM- 7:00 PM","CLOSED","10:00AM- 7:00 PM","10:00AM- 7:00 PM","10:00AM- 7:00 PM","Walk-ins welcome","FALSE",,,,"718-637-2955",,"323","English, Spanish","AIDS Healthcare Foundation-Out of the Closet",,"NY","http://www.aidshealth.org/#/","11217"
,"200 Varick Street","Project Renewal",,"MANHATTAN",,"9th Floor","Manhattan","FALSE",,,,,,,,,,"FALSE",,,,,,"414",,"Project Renewal",,"NY",,"10014"
,,"NYC DOHMH",,,,,,"FALSE",,,,,,,,,,"FALSE",,,,,,"791",,"Center for Health Equity",,,,
,"890 Prospect Avenue","Montefiore Medical Center","13 and over.","BRONX",,,"BRONX","TRUE",,"1:30 PM - 5:00 PM","8:30 AM - 7:30 PM","9:00 AM - 2:00 PM","CLOSED","8:30 AM - 7:30 PM","8:30 AM - 7:30 PM","8:30 AM - 7:30 PM","Appointment preferred","FALSE",,,,"(718) 991-0605","Photo ID is required.","46",,"Center for Child Health Resiliency",,"NY",,"10459"
,"215 West 125th Street","NYC DOHMH",,"MANHATTAN",,,"NEW YORK","FALSE",,,,,,,,,,"FALSE",,,,"(212) 932-6500",,"196",,"Renaissance Health Care Network Diagnostic and Treatment Center",,"NY",,"10027"
,"17 East 102nd Street","Mount Sinai Health System","18 and over.","MANHATTAN",,,"NEW YORK","TRUE",,"9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","CLOSED","CLOSED","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","Appointment preferred","FALSE",,,,"(212) 241-7968",,"650",,"Mount Sinai Hospital Jack Martin Fund Clinic",,"NY","http://www.mountsinai.org","10029"
,"212 Tompkins Avenue","Mt. Pisgah Baptist Church",,"BROOKLYN",,,"BROOKLYN","FALSE",,,,,,,,,,"FALSE",,,,"(718) 388-3900",,"390",,"Mt. Pisgah Baptist Church",,"NY",,"11216"
,,"NYC DOHMH",,"BROOKLYN",,,,"FALSE",,,,,,,,,,"FALSE",,,,,,"833",,"Gotham Center-Brooklyn",,,,
,"209-70 112th Ave.","Our Lady of Charity",,"QUEENS",,,"QUEENS","FALSE",,,,,,,,,,"FALSE",,,,,,"699",,"Our Lady of Charity",,"NY",,"11429"
,"3444 Kossuth Avenue","Montefiore Medical Center","0-21 years. Parental consent not required for ages 13 and over.","BRONX",,"3rd Floor","BRONX","FALSE",,"8:30 AM - 5:00 PM","8:30 AM - 5:00 PM","CLOSED","CLOSED","8:30 AM - 5:00 PM","8:30 AM - 7:00 PM","8:30 AM - 7:00 PM","Walk-ins welcome","FALSE",,,,"(718) 920-2273","Personal ID is not required but may allow quicker access to services.","150",,"Montefiore Family Care Center - Kossuth Ave","Yes","NY",,"10467"
,"3414 Church Avenue","NYU Lutheran Medical Center","13 and over. Parental consent not required.","BROOKLYN",,,"BROOKLYN","TRUE",,"8:00 AM -8:00 PM","8:00 AM -8:00 PM","8:00 AM - 4:00 PM","CLOSED","8:00 AM -8:00 PM","8:00 AM -8:00 PM","8:00 AM -8:00 PM","Walk-ins welcome","FALSE",,,,"(718) 630-2197","Personal ID not required.","126",,"Lutheran Medical Center - Caribbean - American Family Health Center",,"NY",,"11203"
,"1764 Randall Avenue","Albert Einstein College of Medicine","18 and over.","BRONX",,,"BRONX","FALSE",,"6:30 AM - 2:30 PM","6:30 AM - 2:30 PM","8:00 AM - 11:30 AM","CLOSED","6:30 AM - 2:30 PM","6:30 AM - 2:30 PM","6:30 AM - 2:30 PM","Walk-ins welcome","FALSE",,,,"(718) 542-4100","Personal ID is not required but may allow quicker access to services.","637",,"AECOM Soundview Clinic","Yes","NY",,"10473"
,"1600 Central Avenue","Safe Space",,"QUEENS",,,"FAR ROCKAWAY","FALSE",,,,,,,,,,"FALSE",,,,"718-471-6818",,"600",,"Safe Space Far Rockaway",,"NY",,"11691"
,"89-74 162nd Street","Sheltering Arms-Safe Space NYC",,"QUEENS",,"4th Fl.","JAMAICA","FALSE",,,,,,,,,,"FALSE",,,,"718.526.2400",,"580",,"Sheltering Arms-Safe Space NYC",,"NY",,"11432"
,"2155 University Avenue","Bronx Community College",,"BRONX",,,"BRONX","FALSE",,,,,,,,,,"FALSE",,,,"(718) 289-5100",,"468",,"Bronx Community College",,"NY","http://www.bcc.cuny.edu/","10453"
,,"West Baptist Church",,,,,,"FALSE",,,,,,,,,,"FALSE",,,,,,"716",,"West Baptist Church",,,,
,"324 East 149th Street","Narco Freedom","13 and over. Parental consent not required.","BRONX","Community Health Center offering HIV testing and other medical services. Information subject to change. Please call ahead.",,"BRONX","TRUE",,"CLOSED","8:00 AM - 2:30 PM","CLOSED","CLOSED","8:00 AM - 2:30 PM","8:00 AM - 2:30 PM","8:00 AM - 2:30 PM","Walk-ins welcome","FALSE",,,,"(718) 665-4300","Photo ID","175","English, Spanish","Narco Freedom - East 149th St.",,"NY","http://www.narcofreedom.com/","10451"
,"1515 Southern Boulevard","Urban Health Plan","18 and over.","BRONX",,,"BRONX","FALSE",,"8:00 AM - 6:00 PM","8:00 AM - 6:00 PM","9:00 AM- 1:00 PM","CLOSED","8:00 AM - 6:00 PM","8:00 AM - 6:00 PM","8:00 AM - 6:00 PM","Walk-ins welcome","FALSE",,,,"(718) 589-1600","Photo ID and insurance card are required. If uninsured, sliding fee scale is available.","230",,"Urban Health Plan Plaza Del Castillo Health Center","Yes","NY","http://www.urbanhealthplan.org/content/plaza-del-castillo-health-center","10460"
,"760 Parkside Avenue","SUNY Downstate Medical Center Suny Downstate Medical Center","13 to 24. Parental consent not required.","BROOKLYN",,"Room 308","BROOKLYN","TRUE",,"9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","CLOSED","CLOSED","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","Appointment preferred","FALSE",,,,"(718) 467-4446","Personal ID is not required but may allow quicker access to services.","211",,"SUNY Downstate Medical Center - HEAT Program - Faces Network - Parkside Avenue",,"NY",,"11226"
,"825 E. 233rd Street","Morris Heights Health Center",,"BRONX",,,"BRONX","FALSE",,"10:00AM - 5:00PM","8:00AM - 7:00PM","9:00AM - 3:00PM","CLOSED","8:00AM - 7:00PM","8:00AM - 5:00PM","8:00AM - 7:00PM",,"FALSE",,,,"(347) 418-3300",,"165",,"MHHC 223rd St.",,"NY","http://www.mhhc.org/locations/mhhc-233rd-street/","10466"
,"477-479 Willis Ave.","Narco Freedom",,"BRONX",,,"BRONX","FALSE",,,,,,,,,,"FALSE",,,,,,"392",,"Narco Freedom - Willis Ave.",,"NY",,"10455"
,"56 7th Avenue","The Center",,"MANHATTAN",,,"NEW YORK","FALSE",,,,,,,,,"Walk-ins welcome","FALSE",,,,"212-255-6100",,"759","English, Spanish","Elm Drugs",,"NY","http://www.elmdrugs.com/","10011"
"Medicaid is accepted as full payment; Uninsured may receive care at little or no cost depending on income; Medicare and other insurance plans will be contacted for payment approval and may require patient to cover costs.","234 East 149th Street","HHC Lincoln Medical and Mental Health Center",,"BRONX",,,"BRONX","TRUE",,"24 Hours","24 Hours","24 Hours","24 Hours","24 Hours","24 Hours","24 Hours",,"TRUE","Yes","Yes","Some insurances accepted, copay may be applied","(718) 579-5000",,"122",,"HHC Lincoln Medical and Mental Health Center","Yes","NY","http://www.nyc.gov/html/hhc/lincoln/html/home/home.shtml","10451"
,"390 W 114th Street","Mount Sinai Health System","18 and older","MANHATTAN",,"3rd Floor","NEW YORK","TRUE","All","9:00am-4:30pm","9:00am-4:30pm","CLOSED","CLOSED","11:00am-6:30pm","9:00am-4:30pm","9:00am-4:30pm","Walk-ins welcome","FALSE",,,"Some insurances accepted, copay may be applied","(212) 523-6500","None","219","English and Spanish","The Spencer Cox Center for Health - Morningside Clinic",,"NY",,"10025"
,,"Public Health Solutions",,,,,,"FALSE",,,,,,,,,,"FALSE",,,,,,"331",,"Assessment and Referral Team",,,,
,,"New York State Health Department",,"QUEENS",,,,"FALSE",,,,,,,,,,"FALSE",,,,,,"819",,"Queens Coalition",,,,
,"121 Dekalb Ave.","Brooklyn Hospital Center","13 and over. Parental consent not required.","BROOKLYN","Hospital offering HIV testing and other medical services. Information subject to change. Please call ahead.",,"BROOKLYN","TRUE","All","9:00 AM - 4:00 PM","9:00 AM - 4:00 PM","CLOSED","CLOSED","9:00 AM - 4:00 PM","9:00 AM - 4:00 PM","9:00 AM - 4:00 PM","Walk-ins welcome","FALSE",,,,"(718) 250-6552",,"38","English, Spanish, Haitian Creole, Bangla","Brooklyn Hospital Center - Path Center - Dekalb",,"NY","www.tbh.org","11201"
,"116-30 Sutphin Boulevard","Queens Village Committee for Mental Health, J-CAP",,"QUEENS",,"1st Floor","QUEENS","FALSE",,,,,,,,,,"FALSE",,,,"(718) 658-2464",,"195",,"Queens Village Committee for Mental Health, J-CAP",,"NY",,"11434"
,"770 Glenmore Ave.","Christ the Rock World Restoration International Church",,"BROOKLYN",,,"BROOKLYN","FALSE",,,,,,,,,,"FALSE",,,,,,"717",,"Christ the Rock World Restoration International Church",,"NY",,"11208"
,"585 Schenectady Avenue","Kingsbrook Jewish Medical Center","13 and over. Parental consent not required.","BROOKLYN","Hospital offering HIV testing and other medical services. Information subject to change. Please call ahead.","Counselor is in Emergency Department","BROOKLYN","FALSE","All","8:30 AM - 12:00 PM","8:30 AM - 12:00 PM","CLOSED","CLOSED","8:30 AM - 12:00 PM","8:30 AM - 12:00 PM","8:30 AM - 12:00 PM","Appointment preferred","FALSE","Yes","Yes","Most insurances accepted, copay may be applied","(718) 604-5767","Personal ID is required.","118","Spanish, Interpreters available for other languages","Kingsbrook Jewish Medical Center",,"NY",,"11203"
"Medicaid is accepted as full payment; Uninsured may receive care at little or no cost depending on income; Medicare and other insurance plans will be contacted for payment approval and may require patient to cover costs.","462 First Avenue","HHC Bellevue Hospital Center",,"MANHATTAN",,,"NEW YORK","TRUE",,"24 Hours","24 Hours","24 Hours","24 Hours","24 Hours","24 Hours","24 Hours",,"TRUE","Yes","Yes","Some insurances accepted, copay may be applied","(212) 562-4141",,"290",,"HHC Bellevue Hospital Center","Yes","NY","http://www.nyc.gov/html/hhc/bellevue/html/home/home.shtml","10016"
,"465 New Lots Avenue","Brookdale University Hospital and Medical Center",,"BROOKLYN",,,"BROOKLYN","FALSE",,,,,,,,,,"FALSE",,,,"(718) 240-8950",,"34",,"Brookdale Family Care Center - New Lots",,"NY","http://www.brookdalehospital.org/facilities/family-care-centers/bfcc-new-lots.html","11207"
,"21-41 45th Road","Planned Parenthood-New York City Chapter",,"QUEENS",,,"Long Island City","FALSE",,,,,,,,,,"FALSE",,,,"212-965-7000",,"813",,"Planned Parenthood Diane L. Max Health Center (Queens)",,"NY","https://www.plannedparenthood.org/health-center/new-york/queens/11101/diane-l.-max-health-center-4184-91110","11101"
,,"Safe Horizon",,,,,,"FALSE",,,,,,,,,,"FALSE",,,,,,"422",,"Safe Horizon",,,,
,"552 Southern Boulevard","Health People","13 and over. Parental consent not required.","BRONX",,,"BRONX","FALSE",,"CLOSED","CLOSED","CLOSED","CLOSED","CLOSED","CLOSED","CLOSED","Walk-ins welcome","FALSE",,,,"(718) 585-8585","Personal ID is not required but may allow quicker access to services.","94",,"Health People","Yes","NY",,"10455"
,"303 9th Avenue","NYC DOHMH STD Control",,"MANHATTAN",,,"NEW YORK","FALSE",,,,,,,,,,"FALSE",,,,,,"49",,"Chelsea STD Clinic **CLOSED AS OF 3/23**",,"NY",,"10001"
,"2900 Bedford Avenue","Brooklyn College",,"BROOKLYN",,,"BROOKLYN","FALSE",,,,,,,,,,"FALSE",,,,"(718) 951-5000",,"760",,"Brooklyn College",,"NY","http://www.brooklyn.cuny.edu/web/home.php","11210"
,"1381 University Avenue","Help/PSI Primary Care Services","13 and over. Parental consent not required.","BRONX",,,"BRONX","FALSE",,,,,,,,,"Walk-ins welcome","FALSE",,,,"(718) 298-5100","Personal ID is not required but may allow quicker access to services.","188",,"Project Samaritan Health Services - Damian Family Care Center","Yes","NY",,"10452"
,,"Pace University-LGBTQA & Social Justice Center",,,,,,"FALSE",,,,,,,,,,"FALSE",,,,,,"408",,"Pace University-LGBTQA & Social Justice Center",,,,
,"260 Broadway","Bridging Access to Care","13+ (no parental consent required)","BROOKLYN",,"4th Floor","BROOKLYN","TRUE","All","9am-5pm","9am-5pm",,,"9am-5pm","9am-5pm","9am-5pm","Walk-ins welcome","FALSE",,,,"347-505-5120","None","37","English","Bridging Access to Care - Broadway/Williamsburg",,"NY","http://www.bac-ny.org/ny/index.php/about-us/office-locations/broadway-williamsburg","11211"
,"1894 Walton Avenue","The Institute for Family Health","13 and over. Parental consent not required.","BRONX",,,"BRONX","TRUE",,"8:30 AM - 4:30 PM","8:30 AM - 7:30 PM","Adults only: Sat: 8:30 AM - 3:00 PM","CLOSED","10:00 AM - 4:30 PM","8:30 AM - 4:30 PM","8:30 AM - 4:30 PM","Walk-ins welcome","FALSE",,,,"(718) 583-3060","Personal ID is not required but may allow quicker access to services.","102","Spanish","IFH Walton Family Health Center",,"NY",,"10453"
,"4513 Manhattan College Parkway","Manhattan College",,"BRONX",,,"BRONX","FALSE",,,,,,,,,,"FALSE",,,,"(718) 862-8000",,"476",,"Manhattan College",,"NY",,"10463"
,"170 WILLIAM STREET","New York Presbyterian Hospital",,"MANHATTAN",,,"NEW YORK","FALSE",,,,,,,,,,"FALSE",,,,"(212) 312-5000",,"541",,"NYP - Lower Manhattan Hospital",,"NY","http://nyp.org/facilities/lower-manhattan.html","10038"
,"1111 Amsterdam Ave","Mount Sinai Health System",,"MANHATTAN",,,"NEW YORK","FALSE",,,,,,,,,,"FALSE",,,,"212-523-4000",,"205",,"Mount Sinai - St. Luke's",,"NY",,"10025"
,"21 Audubon Avenue","Audubon Family Planning Center","13 to 19.","MANHATTAN",,,"NEW YORK","TRUE",,"9:00 AM - 5:00 PM","8:00 AM - 8:30 PM","CLOSED","CLOSED","8:00 AM - 5:00 PM","8:00 AM - 7:30 PM","8:00 AM - 7:30 PM","Appointment preferred","TRUE",,,,"(866) 463-2778",,"15","Spanish","Audubon Family Planning Center",,"NY","http://www.youngmensclinic.org/","10032"
,"592 Rockaway Avenue","Brownsville Multi-Service Family Health Center","21 and over.","BROOKLYN","Community Health Center offering HIV testing and other medical services. Information subject to change. Please call ahead.",,"BROOKLYN","FALSE","All","8:30 AM - 8:00 PM","8:30 AM - 8:00 PM","8:30 AM - 4:30 PM","10:30 AM - 2:30 PM","8:30 AM - 8:00 PM","8:30 AM - 8:00 PM","8:30 AM - 8:00 PM","Walk-ins welcome","TRUE","Yes","Yes","Most insurances accepted, copay may be applied","(718) 345-5000","Photo ID and proof of address. Documentation for payment may be required.","41","English, Spanish, Haitian Creole","Brownsville Multi-Service Family Health Center - Main - Adult Medicine","Yes","NY","www.bmsfhc.wix.com/bms-family-health","11212"
,"1760 Westchester Avenue","Soundview","13 and over. Parental consent not required.","BRONX",,,"BRONX","FALSE",,"8:30 AM - 5:30 PM","8:30 AM - 5:30 PM","8:30 AM - 1:00 PM","CLOSED","8:30 AM - 8:30 PM","8:30 AM - 8:30 PM","8:30 AM - 8:30 PM","Walk-ins welcome","FALSE",,,,"(718) 892-8474","Personal ID is not required but may allow quicker access to services.","656",,"Soudnview Diallo Medical Center","Yes","NY",,"10472"
,"2525 Kings Highway","New York Community Hospital",,"BROOKLYN",,,"BROOKLYN","FALSE",,,,,,,,,,"FALSE",,,,"(718) 692-5300",,"397",,"New York Community Hospital",,"NY",,"11229"
"Medicaid is accepted as full payment; Uninsured may receive care at little or no cost depending on income; Medicare and other insurance plans will be contacted for payment approval and may require patient to cover costs.","1400 Pelham Parkway South","HHC Jacobi Medical Center",,"BRONX",,,"BRONX","TRUE",,"24 Hours","24 Hours","24 Hours","24 Hours","24 Hours","24 Hours","24 Hours",,"TRUE","Yes","Yes","Some insurances accepted, copay may be applied","(718) 918-5000",,"474",,"HHC Jacobi Medical Center","Yes","NY","http://www.nyc.gov/html/hhc/jacobi/html/home/home.shtml","10461"
,"262 East 174th Street","Promesa","15 and over. Parental consent not required.","BRONX",,,"BRONX","TRUE",,"9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","CLOSED","CLOSED","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","Walk-ins welcome","FALSE",,,,"(718) 299-6910","Personal ID is not required but may allow quicker access to services.","191","Spanish","Promesa Claremont Family Health Center",,"NY",,"10457"
,"514 49th Street","NYU Lutheran Medical Center",,"BROOKLYN",,,"BROOKLYN","FALSE",,,,,,,,,,"FALSE",,,,"(718) 431-2600",,"210",,"Sunset Terrace Family Health Center Lutheran Medical Center Hepatitis Services",,"NY",,"11220"
,"70 West Burnside Avenue","Morris Heights Health Center",,"BRONX",,,"BRONX","TRUE",,"8:00 AM - 7:00 PM","8:00AM - 8:00PM","8:00 AM - 7:00 PM","CLOSED","8:00 AM - 7:00 PM","8:00 AM - 7:00 PM","8:00 AM - 7:00 PM","Walk-ins welcome","TRUE",,,,"(718) 716-2229","Personal ID is required.","166","Bengali, French, Haitian Creole, Hindi, Spanish","MHHC Women's Health Pavillion",,"NY","http://www.mhhc.org/locations/womens-health-and-birthing-pavilion/","10453"
,"871 Prospect Avenue","Montefiore Medical Center",,"BRONX",,,"BRONX","TRUE",,"1:00 PM - 5:00 PM","8:30 AM - 5:30 PM","9:00 AM - 2:00 PM (Appointments Only)","CLOSED","8:30 AM - 5:30 PM","8:30 AM - 5:30 PM","8:30 AM - 7:30 PM","Walk-ins welcome","FALSE",,,,"(718) 991-0605","Photo ID is required.","156","Spanish","Montefiore South Bronx Health Center for Children and Families",,"NY",,"10459"
,"90-37 Parsons Boulevard","NYC DOHMH STD Control","13 and over.","QUEENS","C	linic offering HIV testing and other medical services. Information subject to change. Please call ahead.","1st Floor","JAMAICA","TRUE",,"8:30 AM - 3:00 PM","8:30 AM - 3:00 PM","CLOSED","CLOSED","8:30 AM - 3:00 PM","8:30 AM - 3:00 PM","8:30 AM - 3:00 PM","Walk-ins welcome","TRUE",,,,"N/A",,"114","English","Jamaica STD Clinic",,"NY",,"11432"
,"136-26 37th Avenue","Charles B Wang Community Health Center - Teens",,"QUEENS",,,"FLUSHING","FALSE",,,,,,,,,,"FALSE",,,,"(718) 886-1212",,"602",,"Charles B Wang Community Health Center - Women's Health Clinic",,"NY","http://www.cbwchc.org/wh.asp","11354"
,"661 Linden Blvd.","God's Battalion of Prayer",,"BROOKLYN",,,"BROOKLYN","FALSE",,,,,,,,,,"FALSE",,,,,,"703",,"God's Battalion of Prayer",,"NY",,"11203"
,"461 Montauk Ave","Dunamis Seventh-day Adventist Church",,"BROOKLYN",,,"BROOKLYN","FALSE",,,,,,,,,,"FALSE",,,,,,"714",,"Dunamis Seventh-day Adventist Church",,"NY",,"11208"
,"485 Throop Ave","NYC DPHO - Brooklyn",,"BROOKLYN",,,"BROOKLYN","FALSE",,,,,,,,,,"FALSE",,,,,,"769",,"NYC DPHO - Brooklyn",,"NY",,"11221"
,"1 Brookdale Plaza","Brookdale University Hospital and Medical Center",,"BROOKLYN",,"Emergency Room, Room 133","BROOKLYN","FALSE",,,,,,,,,,"FALSE",,,,"(718) 240-5263",,"35",,"Brookdale University Hospital and Medical Center",,"NY",,"11212"
,"111 East 210 Street","Montefiore Medical Center","13 to 19.","BRONX",,,"BRONX","TRUE",,"8:30 PM - 5:00 PM","8:30 PM - 5:00 PM","CLOSED","CLOSED","8:30 PM - 5:00 PM","8:30 PM - 5:00 PM","8:30 PM - 5:00 PM",,"TRUE",,,,"(718) 882-0023",,"7",,"The Children's Hospital at Montfiore",,"NY",,"10467"
,"778 Lexington Ave","Calvary First Nigerian Seventh-day Adventist Church",,"BROOKLYN",,,"BROOKLYN","FALSE",,,,,,,,,,"FALSE",,,,,,"713",,"Calvary First Nigerian Seventh-day Adventist Church",,"NY",,"11221"
,,"HHC St. Nicholas House",,,,,,"FALSE",,,,,,,,,,"FALSE",,,,"(212) 865-1300",,"308",,"HHC St. Nicholas House",,,,
,"630 Flushing Ave","God's Love We Deliver",,"BROOKLYN",,"7th Floor","BROOKLYN","FALSE",,,,,,,,,,"FALSE",,,,"(212) 294-8100",,"364",,"God's Love We Deliver",,"NY",,"11206"
,"25 Chapel Street","Center for Community Alternatives",,"BROOKLYN",,"7th Floor","BROOKLYN","FALSE",,,,,,,,,,"FALSE",,,,"718-858-9658",,"343",,"Center for Community Alternatives - Brooklyn",,"NY",,"11201"
,"100 East 77th Street","North Shore LIJ",,"MANHATTAN",,,"NEW YORK","FALSE",,,,,,,,,,"FALSE",,,,"212-434-2140",,"585",,"Lenox Hill Hospital",,"NY",,"10075"
,"1110 Pennsylvania Ave","Brookdale University Hospital and Medical Center",,"BROOKLYN",,,"BROOKLYN","FALSE",,,,,,,,,,"FALSE",,,,"(718) 649-5519",,"573",,"Brookdale Family Care Center - Pennsylvania",,"NY","http://www.brookdalehospital.org/facilities/family-care-centers/bfcc-pennsylvania.html","11207"
,"120 Wall Street","Lambda Legal",,"MANHATTAN",,"19th Floor","NEW YORK","FALSE",,,,,,,,,,"FALSE",,,,"(212) 809-8585",,"380",,"Lambda Legal",,"NY",,"10005"
,"1468 Madison Avenue","Mount Sinai Health System",,"MANHATTAN",,,"NEW YORK","FALSE",,,,,,,,,,"FALSE",,,,"212-241-6500",,"171",,"The Mount Sinai Hospital",,"NY",,"10029"
,"356 West 18th Street","Callen Lorde Community Health Center",,"MANHATTAN",,,"NEW YORK","FALSE",,,,,,,,,,"FALSE",,,,"(212) 627-3769",,"454",,"Community Health Project",,"NY",,"10011"
,"4802 10th Avenue","Maimonides Medical Center",,"BROOKLYN",,,"BROOKLYN","FALSE",,,,,,,,,,"FALSE",,,,"(718) 283-6000",,"134",,"Maimonides Medical Center",,"NY",,"11219"
,"803 Sterling Pl","Brightpoint Health",,"Brooklyn",,,,"FALSE",,,,,,,,,,"FALSE",,,,,,"621",,"Brightpoint Health - Brooklyn",,"NY","https://brightpointhealth.org","11216"
,"853 Forest Avenue","Assembly District 61",,"STATEN ISLAND",,,"STATEN ISLAND","FALSE",,,,,,,,,,"FALSE",,,,"718-442-9932",,"581",,"Assembly District 61",,"NY","http://assembly.state.ny.us/mem/Matthew-Titone","10310"
,,"VA NY Harbor Healthcare Systems-- St. Alban's Community Living Center",,,,,,"FALSE",,,,,,,,,,"FALSE",,,,,,"444",,"VA NY Harbor Healthcare Systems-- St. Alban's Community Living Center",,,,
,"25 Chapel Street","Bridging Access to Care","18 and over.","BROOKLYN",,,"BROOKLYN","TRUE",,"CLOSED","CLOSED","CLOSED","CLOSED","9:30 AM - 12:00 PM","9:30 AM - 12:00 PM","CLOSED",,"FALSE",,,,"(718) 596-3635","Personal ID is not required but may allow quicker access to services.","645",,"Bridging Access to Care - Chapel Street/Fort Greene",,"NY",,"11201"
,"3514 Wayne Ave","Montefiore Medical Center",,"BRONX",,,,"FALSE",,,,,,,,,,"FALSE",,,,"718-741-2426",,"780",,"The Children's Hospital at Montefiore",,"NY","http://www.cham.org/","10467"
,"32 E 98th St.","Abundant Life Christian Center",,"BROOKLYN",,,"BROOKLYN","FALSE",,,,,,,,,,"FALSE",,,,"(718) 566-2601",,"718",,"Abundant Life Christian Center",,"NY",,"11212"
,"360 Snediker Avenue","Brownsville Multi-Service Family Health Center","13 and over. Parental consent not required.","BROOKLYN","Community Health Center offering HIV testing and other medical services. Information subject to change. Please call ahead.",,"BROOKLYN","FALSE","All","8:30 AM - 4:30 PM","8:30 AM - 4:30 PM","CLOSED","CLOSED","8:30 AM - 4:30 PM","8:30 AM - 4:30 PM","8:30 AM - 7:00 PM","Walk-ins welcome","TRUE","Yes","Yes","Most insurances accepted, copay may be applied","(718) 345-5000 ext. 4510","Photo ID and proof of address. Documentation for payment may be required.","42","English, Spanish, Haitian Creole","Brownsville Multi-Service Family Health Center - Genesis","Yes","NY","www.bmsfhc.wix.com/bms-family-health","11207"
,"1259 Flatbush Avenue","CAMBA (Church Avenue Merchants Block Association)",,"BROOKLYN",,,"BROOKLYN","FALSE",,,,,,,,,,"FALSE",,,,"(718) 675-3372",,"767",,"CAMBA (Church Avenue Merchants Block Association) - Project Accept LGBT Youth (ALY)",,"NY","http://www.camba.org/projectaly","11226"
,"89-31 161 Street","AIDS Center of Queens County",,"QUEENS",,,"JAMAICA","FALSE",,,,,,,,,,"FALSE",,,,,,"564",,"AIDS Center of Queens County - Satillite",,"NY","http://www.acqc.org/","11691"
